"time","P_elec","P_in","Q","Q_0","Q_max","SOC","V","V_max","V_min","der(Q)","i_in","i_out"
9.5,80,94.69301294951056,37.497139831142825,37.5,75,49.99618644152377,23.99984745766095,26,22,1.700591011328424e-4,3.9455672839822054,3.3333545199039727
9.6,80,95.10565162951535,37.49715677373085,37.5,75,49.99620903164113,23.999848361265645,26,22,1.7483503555398134e-4,3.962760522396063,3.3333543944017303
9.7,80,95.50199444571865,37.49717428730057,37.5,75,49.99623238306742,23.999849295322697,26,22,1.794223586684935e-4,3.9792747558765265,3.33335426466995
9.8,80,95.8819734868193,37.49719235875753,37.5,75,49.996256478343376,23.999850259133733,26,22,1.8382028447095356e-4,3.9951071549010626,3.33335413080563
9.9,80,96.24552364536473,37.49721057210496,37.5,75,49.99628076280661,23.999851230512263,26,22,1.880280595784942e-4,4.0102550103728465,3.3333539958902674
10,80,96.59258262890683,37.497229053542426,37.5,75,49.99630540472324,23.99985221618893,26,22,1.9204496297451764e-4,4.024715725697302,3.3333538589890384
10.1,80,96.92309097067545,37.49724794387623,37.5,75,49.996330591834976,23.999853223673398,26,22,1.9587030633706073e-4,4.0384868218723415,3.333353719058923
10.2,80,97.23699203976766,37.497267223944384,37.5,75,49.99635629859251,23.9998542519437,26,22,1.995034342340697e-4,4.051565939484513,3.3333535762418625
10.3,80,97.53423205085127,37.49728687458488,37.5,75,49.996382499446504,23.99985529997786,26,22,2.0294372417028065e-4,4.063950837692811,3.333353430679801
10.4,80,97.81476007338055,37.49730687663573,37.5,75,49.99640916884764,23.999856366753907,26,22,2.0619058669380061e-4,4.075639394612363,3.3333532825146808
10.5,80,98.07852804032305,37.497327210934905,37.5,75,49.996436281246545,23.999857451249863,26,22,2.0924346549702752e-4,4.086629607677746,3.3333531318884466
10.6,80,98.32549075639545,37.49734785832042,37.5,75,49.99646381109389,23.999858552443754,26,22,2.121018375118887e-4,4.09691959398584,3.3333529789430405
10.7,80,98.55560590580777,37.49736879963025,37.5,75,49.99649173284034,23.999859669313615,26,22,2.14765212999385e-4,4.106507590618191,3.3333528238204053
10.8,80,98.76883405951378,37.49739001570241,37.5,75,49.99652002093654,23.99986080083746,26,22,2.1723313563342352e-4,4.11539195494281,3.3333526666624853
10.9,80,98.96513868196702,37.497411487374904,37.5,75,49.99654864983321,23.999861945993327,26,22,2.1950518257892146e-4,4.123571164895339,3.333352507611222
11,80,99.14448613738104,37.497433195485705,37.5,75,49.99657759398094,23.99986310375924,26,22,2.2158096456417704e-4,4.131043819239596,3.333352346808559
11.1,80,99.30684569549263,37.49745512087283,37.5,75,49.99660682783043,23.999864273113218,26,22,2.234601259474838e-4,4.137808637807381,3.333352184396439
11.2,80,99.45218953682733,37.49747724437426,37.5,75,49.99663632583234,23.999865453033294,26,22,2.251423447779835e-4,4.143864461717546,3.3333520205168052
11.3,80,99.58049275746617,37.497499546827996,37.5,75,49.99666606243733,23.999866642497494,26,22,2.2662733285074745e-4,4.1492102535742905,3.3333518553115997
11.4,80,99.6917333733128,37.497522009072036,37.5,75,49.996696012096045,23.99986784048384,26,22,2.2791483575607317e-4,4.15384509764463,3.3333516889227663
11.5,80,99.78589232386035,37.497544611944384,37.5,75,49.99672614925918,23.999869045970367,26,22,2.2900463292299198e-4,4.157768200015018,3.3333515214922467
11.6,80,99.86295347545739,37.49756733628303,37.5,75,49.996756448377376,23.999870257935093,26,22,2.2989653765697715e-4,4.160978888727102,3.333351353161984
11.7,80,99.92290362407229,37.49759016292597,37.5,75,49.99678688390129,23.999871475356052,26,22,2.3059039717184717e-4,4.16347661389257,3.33335118407392
11.8,80,99.96573249755572,37.49761306834665,37.5,75,49.9968174244622,23.99987269697849,26,22,2.3108609261810045e-4,4.16526094782749,3.3333510144023286
11.9,80,99.9914327574007,37.497635959116934,37.5,75,49.99684794548925,23.99987391781957,26,22,2.3138353913690704e-4,4.166331585732142,3.333350844839277
12,80,100,37.49765888203389,37.5,75,49.99687850937852,23.999875140375142,26,22,2.3148268576653593e-4,4.166688343797646,3.3333506750381168
12.1,80,99.9914327574007,37.49768181728938,37.5,75,49.996909089719175,23.99987636358877,26,22,2.3138351555717184e-4,4.166331161151395,3.3333505051455763
12.2,80,99.96573249755572,37.49770474507529,37.5,75,49.99693966010039,23.999877586404015,26,22,2.3108604553960022e-4,4.165260099250945,3.3333503353083844
12.3,80,99.92290362407229,37.49772764558348,37.5,75,49.996970194111306,23.999878807764453,26,22,2.3059032672220105e-4,4.163475341873192,3.3333501656732683
12.4,80,99.86295347545739,37.49775049900583,37.5,75,49.997000665341105,23.999880026613646,26,22,2.2989644408211878e-4,4.160977195082585,3.333349996386957
12.5,80,99.78589232386035,37.4977732855342,37.5,75,49.99703104737894,23.999881241895157,26,22,2.290045165506127e-4,4.157766087178385,3.3333498275961793
12.6,80,99.6917333733128,37.497795985360476,37.5,75,49.997061313813965,23.99988245255256,26,22,2.2791469699259159e-4,4.153842568620992,3.3333496594476624
12.7,80,99.58049275746617,37.497818578676515,37.5,75,49.99709143823535,23.999883657529413,26,22,2.2662717218033097e-4,4.149207311937326,3.333349492088135
12.8,80,99.45218953682733,37.497841045674186,37.5,75,49.997121394232245,23.999884855769288,26,22,2.2514216276138204e-4,4.1438611116053,3.333349325664325
12.9,80,99.30684569549263,37.497863366545374,37.5,75,49.99715115539383,23.999886046215753,26,22,2.2345992322067798e-4,4.137804883917401,3.33334916032296
13,80,99.14448613738105,37.49788552148195,37.5,75,49.99718069530926,23.99988722781237,26,22,2.2158074183684047e-4,4.131039666823394,3.3333489962107685
13.1,80,98.96513868196702,37.497907490675765,37.5,75,49.997209987567686,23.99988839950271,26,22,2.1950494063269606e-4,4.123566619752183,3.3333488334744774
13.2,80,98.76883405951378,37.49792925431869,37.5,75,49.99723900575825,23.99988956023033,26,22,2.1723287532001342e-4,4.115387023412865,3.3333486722608163
13.3,80,98.55560590580778,37.497950792602616,37.5,75,49.99726772347016,23.999890708938807,26,22,2.1476493523846558e-4,4.106502279574988,3.333348512716512
13.4,80,98.32549075639547,37.497972085719404,37.5,75,49.99729611429254,23.999891844571703,26,22,2.1210154328883316e-4,4.096913910828091,3.3333483549882916
13.5,80,98.07852804032305,37.49799311386093,37.5,75,49.99732415181457,23.999892966072583,26,22,2.0924315586045572e-4,4.0866235603205245,3.333348199222884
13.6,80,97.81476007338057,37.49801385721904,37.5,75,49.99735180962539,23.999894072385015,26,22,2.0619026275294598e-4,4.0756329914776215,3.333348045567016
13.7,80,97.53423205085127,37.49803429598564,37.5,75,49.997379061314184,23.999895162452567,26,22,2.0294338709218027e-4,4.063944087699264,3.333347894167415
13.8,80,97.23699203976767,37.49805441112294,37.5,75,49.99740588149726,23.99989623525989,26,22,1.9950308524023736e-4,4.051558852029958,3.3333477451651032
13.9,80,96.92309097067545,37.49807418332895,37.5,75,49.997432244438606,23.999897289777543,26,22,1.9586994670046665e-4,4.038479406824738,3.333347598703058
14,80,96.59258262890683,37.49809359181216,37.5,75,49.99745812241621,23.999898324896648,26,22,1.920445940169101e-4,4.024707993396167,3.333347454935291
14.1,80,96.24552364536474,37.49811261677834,37.5,75,49.99748348903779,23.999899339561512,26,22,1.8802768266644768e-4,4.010246971607639,3.3333473140084275
14.2,80,95.88197348681932,37.498131238433295,37.5,75,49.99750831791106,23.999900332716443,26,22,1.8381990094685195e-4,3.995098819477758,3.333347176069091
14.3,80,95.50199444571867,37.49814943698281,37.5,75,49.99753258264374,23.999901303305748,26,22,1.794219698587703e-4,3.97926613275548,3.333347041263907
14.4,80,95.10565162951536,37.49816719263267,37.5,75,49.99755625684356,23.999902250273742,26,22,1.7483464298210572e-4,3.9627516244750787,3.333346909739498
14.5,80,94.69301294951057,37.49818448558868,37.5,75,49.99757931411824,23.99990317256473,26,22,1.700587063468142e-4,3.9455581244910203,3.333346781642489
14.6,80,94.26414910921784,37.498201296056614,37.5,75,49.99760172807549,23.99990406912302,26,22,1.650949782981438e-4,3.927688578992822,3.3333466571195043
14.7,80,93.81913359224842,37.49821760424228,37.5,75,49.99762347232304,23.99990493889292,26,22,1.5994430935633859e-4,3.90914605,3.3333465363171673
14.8,80,93.35804264972019,37.49823339035144,37.5,75,49.99764452046858,23.999905780818743,26,22,1.5460758207082716e-4,3.889933714837081,3.3333464193821034
14.9,80,92.88095528719242,37.498248634589906,37.5,75,49.997664846119875,23.999906593844795,26,22,1.490857108689282e-4,3.870054865589077,3.3333463064609354
15,80,92.38795325112868,37.49826331716347,37.5,75,49.997684422884625,23.999907376915385,26,22,1.4337964189909278e-4,3.8495129085370223,3.3333461977002883
15.1,80,91.87912101488985,37.49827741827791,37.5,75,49.99770322437055,23.999908128974823,26,22,1.374903528687114e-4,3.8283113635741466,3.3333460932467855
15.2,80,91.35454576426011,37.49829091813903,37.5,75,49.99772122418537,23.999908848967415,26,22,1.3141885287651638e-4,3.806453863602511,3.333345993247052
15.3,80,90.81431738250815,37.498303796952605,37.5,75,49.99773839593681,23.99990953583747,26,22,1.2516618223960675e-4,3.7839441539102956,3.3333458978477113
15.4,80,90.25852843498608,37.49831603492444,37.5,75,49.99775471323259,23.999910188529302,26,22,1.1873341231512328e-4,3.760786091529831,3.333345807195387
15.5,80,89.68727415326883,37.49832761226031,37.5,75,49.99777014968041,23.999910805987216,26,22,1.1212164531660777e-4,3.7369836445764917,3.3333457214367037
15.6,80,89.10065241883679,37.49833850916602,37.5,75,49.997784678888024,23.99991138715552,26,22,1.0533201412507612e-4,3.7125408915685596,3.3333456407182855
15.7,80,88.4987637463042,37.49834870584734,37.5,75,49.99779827446312,23.999911930978524,26,22,9.836568209483717e-5,3.6874620207281708,3.333345565186757
