"time","P_elec","P_in","Q","Q_0","Q_max","SOC","V","V_max","V_min","der(Q)","i_in","i_out"
11.616,120,99.87369566060174,37.492201656921516,37.5,75,49.98960220922869,23.999584088369147,26,22,-2.3294737415831607e-4,4.1614761027881,5.000086649758038
11.712,120,99.92894726405892,37.49217910665678,37.5,75,49.989572142209035,23.999582885688362,26,22,-2.3230788856647199e-4,4.1637785014859325,5.000086900325232
11.808,120,99.96841892833,37.49215661969045,37.5,75,49.989542159587266,23.99958168638349,26,22,-2.3185104424636234e-4,4.165423390902206,5.000087150189111
11.904,120,99.99210442038161,37.492134178736215,37.5,75,49.98951223831495,23.999580489532597,26,22,-2.3157691337730786e-4,4.166410511383443,5.000087399541751
12,120,100,37.492111766507755,37.5,75,49.989482355343675,23.999579294213746,26,22,-2.314855392858902e-4,4.166739707146026,5.000087648575231
12.096,120,99.99210442038161,37.49208936571873,37.5,75,49.98945248762498,23.999578099504998,26,22,-2.3157693643918053e-4,4.166410926300575,5.000087897481625
12.192,120,99.96841892833,37.49206695908284,37.5,75,49.98942261211046,23.999576904484417,26,22,-2.3185109044252233e-4,4.165424220859931,5.000088146453011
12.288,120,99.92894726405892,37.49204452931375,37.5,75,49.98939270575167,23.99957570823007,26,22,-2.3230795804187447e-4,4.163779746730719,5.000088395681467
12.384,120,99.87369566060174,37.49202205912516,37.5,75,49.989362745500216,23.999574509820008,26,22,-2.3294746713070906e-4,4.161477763688518,5.000088645359071
12.48,120,99.80267284282715,37.49199953123073,37.5,75,49.98933270830764,23.999573308332305,26,22,-2.3376951676146667e-4,4.158518635336617,5.000088895677897
12.576,120,99.71589002606139,37.49197692834415,37.5,75,49.989302571125535,23.999572102845022,26,22,-2.3477397716156742e-4,4.154902829048381,5.000089146830024
12.672,120,99.61336091431725,37.4919542331791,37.5,75,49.98927231090547,23.999570892436218,26,22,-2.359606897539695e-4,4.150630915893239,5.000089399007529
12.768,120,99.49510169813001,37.491931428449256,37.5,75,49.989241904599005,23.99956967618396,26,22,-2.3732946718228121e-4,4.145703570546278,5.00008965240249
12.864,120,99.36113105200084,37.4919084968683,37.5,75,49.989211329157726,23.999568453166308,26,22,-2.388800933404125e-4,4.140121571181499,5.000089907206984
12.96,120,99.21147013144778,37.4918854211499,37.5,75,49.9891805615332,23.999567222461327,26,22,-2.4061232340677054e-4,4.1338857993487155,5.0000901636130894
13.056,120,99.04614256966514,37.49186218400775,37.5,75,49.989149578677,23.99956598314708,26,22,-2.4252588388298641e-4,4.126997239834132,5.000090421812883
13.152,120,98.86517447379141,37.49183876815553,37.5,75,49.989118357540704,23.99956473430163,26,22,-2.446204726371722e-4,4.119456980504623,5.000090681998443
13.248,120,98.66859442078682,37.49181515630692,37.5,75,49.98908687507589,23.999563475003036,26,22,-2.468957589516981e-4,4.111266212135733,5.000090944361846
13.344,120,98.45643345292055,37.49179132263112,37.5,75,49.9890550968415,23.99956220387366,26,22,-2.493513835802181e-4,4.102426228301329,5.000091209190114
13.44,120,98.22872507286887,37.49176722579193,37.5,75,49.989022967722576,23.9995609187089,26,22,-2.519869588086146e-4,4.092938425231542,5.000091476942554
13.536,120,97.98550523842468,37.49174287526948,37.5,75,49.98899050035931,23.999559620014374,26,22,-2.5480206847925725e-4,4.082804300988503,5.000091747513829
13.632,120,97.72681235681935,37.49171825350591,37.5,75,49.98895767134121,23.999558306853647,26,22,-2.577962680997898e-4,4.072025455939793,5.000092021099036
13.728,120,97.45268727865772,37.49169334294333,37.5,75,49.988924457257774,23.99955697829031,26,22,-2.609690848985517e-4,4.060603592258481,5.000092297893267
13.824,120,97.1631732914674,37.4916681260239,37.5,75,49.98889083469854,23.999555633387942,26,22,-2.643200178993019e-4,4.048540513654134,5.000092578091621
13.92,120,96.85831611286312,37.49164258518974,37.5,75,49.98885678025298,23.99955427121012,26,22,-2.678485380003918e-4,4.035838125087782,5.000092861889192
14.016,120,96.5381638833274,37.49161670288297,37.5,75,49.98882227051063,23.999552890820425,26,22,-2.715540880583853e-4,4.022498432470891,5.000093149481078
